order,source,author.ID,name,variant.name,author.name,author.abbrev,standard.name,full.name,geog.author,geog.collector,family,family.obs,full.name1,tdwg.name,last.name,finger.print,family1,obs
78,huh,20773,"Ming, Tien Lu",NA,T. L. Ming,T. L. Ming,T. L. Ming,"Ming, Tien Lu",China,China,Anacardiaceae,NA,Tien Lu Ming,"Ming, T.L.",ming,gilmnt,"[author note: KUN: Anacardiaceae, Ericaceae, Ranunculaceae, Theaceae] [collector note: KUN]",
79,huh,31654,"Terrazas, Teresa","Salgado, Teresa Terrazas",Terrazas,Terrazas,T. Terrazas,"Terrazas, Teresa",Mexico,Mexico,Anacardiaceae,NA,Teresa Terrazas,"Terrazas, T.",terrazas,aaerrsttz,"Ph.D. (1994; University of North Carolina-Chapel Hill; Dissert.: Wood anatomy of the Anacardiaceae: ecological and phylogenetic interpretation) [author note: Col. Postgrad., Montecillo; Stenocereus] [collector note: col. with C. Catal†n; IBUG]",
80,huh,31654,"Terrazas, Teresa","Salgado, Teresa Terrazas",Terrazas,Terrazas,T. Terrazas,"Terrazas, Teresa",Mexico,Mexico,Anacardiaceae,NA,Teresa Terrazas,"Salgado, T.T.",salgado,aadglostt,"Ph.D. (1994; University of North Carolina-Chapel Hill; Dissert.: Wood anatomy of the Anacardiaceae: ecological and phylogenetic interpretation) [author note: Col. Postgrad., Montecillo; Stenocereus] [collector note: col. with C. Catal†n; IBUG]",
81,huh,71122,"Timmerman, A.",A. Timmerman,Timmerman,Timmerman,Timmerman,"Timmerman, A.",NA,NA,Annonaceae,NA,A. Timmerman,"Timmerman, A.",timmerman,aaeimmmnrt,[author note: Annonaceae],
82,huh,60352,"Thomas, A. V.",A. V. Thomas,A. V. Thomas,A. V. Thomas,A. V. Thomas,"Thomas, A. V.",France,NA,Annonaceae,NA,A. V. Thomas,"Thomas, A.V.",thomas,aahmostv,[author note: Annonaceae; palynology],
83,huh,75812,"Bagstad, Kenneth Joseph",Kenneth Joseph Bagstad,Bagstad,Bagstad,Bagstad,"Bagstad, Kenneth Joseph",USA,NA,Annonaceae,NA,Kenneth Joseph Bagstad,"Bagstad, K.J.",bagstad,aabdgjkst,"[author note: OWU, TEMP (ASUF); Annonaceae [Bagstad provided a portion of the data on 24 Aug 1999]]",
84,huh,97246,"Ban, Nguyen Tien","Ban, N. T.",N. T. Ban,NA,N. T. Ban,"Ban, Nguyen Tien",Vietnam,Vietnam,Annonaceae,NA,Nguyen Tien Ban,"Ban, N.T.",ban,abnnt,Annonaceae,
85,huh,87682,"Chaowasku, T.",NA,Chaowasku,Chaowasku,T. Chaowasku,"Chaowasku, T.",Netherlands,NA,Annonaceae,NA,T. Chaowasku,"Chaowasku, T.",chaowasku,aachkostuw,[author note: L; Annonaceae],
86,huh,89407,"Couvreur, Thomas Louis Peter",Thomas Louis Peter Couvreur,Couvreur,Couvreur,T. L. P. Couvreur,"Couvreur, Thomas Louis Peter",Australia (Country); Ecuador; France; Netherlands,Bolivia; Ecuador; Gabon; Tanzania,Annonaceae,NA,Thomas Louis Peter Couvreur,"Couvreur, T.L.P.",couvreur,celoprrtuuv,"Ph.D. (University of Wageningen, 2008); M.Sc. (University of Montpellier II, 2003); B.Sc. (University of Montpellier II, 2002); Research: Tropical botany, Palms, Annonaceae. Molecular systematics and evolution of plants. ""Born in Canberra, Australia ? moved from country to country: Switzerland (1985) ? Ecuador (1994) ? France (1997-2003) ?Netherlands (2004-2008) ? Germany (2008-)"" (vide Curriculum Vitae, p. 294; http://library.wur.nl/wda/dissertations/dis4423.pdf) [collector note: First collector: Tanzania (2006) 104 collections; Second collector: Gabon (2005) and Cameroon (2007); DSM, MO, WAG]",
87,huh,43280,"Johnson, David Mark",David Mark Johnson,D. M. Johnson,D. M. Johnson,D. M. Johnson,"Johnson, David Mark",USA,Argentina; Brazil; Costa Rica; Cuba; Guatemala; Mexico; Panama; Paraguay; Peru; Tanzania; Trinidad and Tobago; USA; Venezuela,Marsileaceae,NA,David Mark Johnson,"Johnson, D.M.",johnson,dhjmnnoos,"[author note: OWU: Marsileaceae, Annonaceae, floristics; HERB.; BKF, DSM, HXC, MICH, NY, OWU] [collector note: BKF, DSM, HXC, MICH, NY, OWU]",
88,huh,67123,"Mitra, Debabrata",Debabrata Mitra,D. Mitra,D. Mitra,D. Mitra,"Mitra, Debabrata",India,NA,Annonaceae,NA,Debabrata Mitra,"Mitra, D.",mitra,adimrt,[author note: CAL; Annonaceae],
89,huh,40057,"Sanchez, Dario",Dario Sanchez S.,D. Sanchez,D. Sanchez,D. Sanchez,"Sanchez, Dario",Colombia,Colombia,Annonaceae,Guatteria,Dario Sanchez,"Sanchez, D.",sanchez,acdehnsz,[author note: Annonaceae-Guatteria] [collector note: MEDEL],
90,huh,40057,"Sanchez, Dario",Dario Sanchez S.,D. Sanchez,D. Sanchez,D. Sanchez,"Sanchez, Dario",Colombia,Colombia,Annonaceae,Guatteria,Dario Sanchez,"Dario, S.S.",dario,adiorss,[author note: Annonaceae-Guatteria] [collector note: MEDEL],
91,huh,80931,"Kenfack, David",David Kenfack,Kenfack,Kenfack,Kenfack,"Kenfack, David",Cameroon,NA,Annonaceae,NA,David Kenfack,"Kenfack, D.",kenfack,acdefkkn,"[author note: Korup Forest Dynamics Plot; Annonaceae; col. at K, MO, SCA, YA [Kenfack provided a portion of the data on 27 Jul 2000]]",
92,huh,65519,"Heusden, E. C. H. van",NA,Heusden,NA,E. C. H. van Heusden,"Heusden, E. C. H. van",Netherlands,NA,Annonaceae,NA,E. C. H. van Heusden,"Heusden, E.C.H.V.",heusden,cdeeehhnsuv,[author note: Annonaceae (Meiogyne)],
93,huh,65519,"Heusden, E. C. H. van",NA,Heusden,NA,E. C. H. van Heusden,"Heusden, E. C. H. van",Netherlands,NA,Annonaceae,NA,E. C. H. van Heusden,"Heusden, E.C.H.",heusden,cdeeehhnsu,[author note: Annonaceae (Meiogyne)],
94,huh,25878,"Ezcurra, Cecilia",Cecilia Ezcurra,C. Ezcurra,C. Ezcurra,C. Ezcurra,"Ezcurra, Cecilia",Argentina,Argentina,Acanthaceae,NA,Cecilia Ezcurra,"Ezcurra, C.",ezcurra,accerruz,[author note: SI; Asteraceae-Mutisieae; Acanthaceae; Apocynaceae.] [collector note: SI],
95,huh,26845,"Ehrendorfer, Friedrich",Friedrich Ehrendorfer,Ehrendorfer,Ehrend.,F. Ehrendorfer,"Ehrendorfer, Friedrich",Austria,Austria; Venezuela,Rubiaceae,NA,Friedrich Ehrendorfer,"Ehrendorfer, F.",ehrendorfer,deeeffhnorrr,"[author note: WU; Rubiaceae; Dipsacaceae; Scrophulariaceae; Asteraceae; tropical woody angiosperms: Annonaceae, Rutaceae, and Dilleniacae; biogeography; floras of central and s. Europe and sw. Asia] [collector note: VEN, WU]",
96,huh,18085,"Rainer, H.",H. Rainer,H. Rainer,H. Rainer,H. Rainer,"Rainer, H.",Netherlands,Peru,Annonaceae,NA,H. Rainer,"Rainer, H.",rainer,aehinrr,"[author note: Univ. Vienna; Annonaceae] [collector note: col. with L. W. Chatrou, P. J. M. Maas & M. Aguilar R.; AAU, AMAZ, NY, U, USM, WU]",
97,huh,26357,"He, Ping",He Ping,P. He,P. He,P. He,"He, Ping",China,China,Annonaceae,NA,Ping He,"Ping, H.",ping,ghinp,[author note: SWCTU; Annonaceae] [collector note: SWCTU],
98,huh,29895,"Hou, Xue-Liang",Xue-Liang Hou,X. L. Hou,X. L. Hou,X. L. Hou,"Hou, Xue-Liang",China,China,Annonaceae,NA,Xue-Liang Hou,"Hou, X.",hou,houx,[author note: Xiamen Univ. & South China Agr. Univ.; Annonaceae] [collector note: col. with Shi-Jin Li; IBSC],
99,huh,2748,"Mols, Johan B.","Mols, J. B.",Mols,NA,J. B. Mols,"Mols, Johan B.",Netherlands,NA,Annonaceae,NA,Johan B. Mols,"Mols, J.B.",mols,bjlmos,[author note: Annonaceae],
100,huh,64417,"Miralha, J. M. S.",J. M. S. Miralha,Miralha,Miralha,Miralha,"Miralha, J. M. S.",Brazil,NA,Annonaceae,NA,J. M. S. Miralha,"Miralha, J.M.S.",miralha,aahijlmmrs,[author note: INPA; Annonaceae - Brazilian Unonopsis],
101,huh,24998,"Jessup, Lawrence W.","Jessup, L. W.",Jessup,NA,L. W. Jessup,"Jessup, Lawrence W.",Australia (Country),Australia (Country),Annonaceae,NA,Lawrence W. Jessup,"Jessup, L.W.",jessup,ejlpssuw,[author note: BRI; Rainforest species; Annonaceae] [collector note: BRI],
102,huh,77759,"Mat-Salleh, Kamarudin Bin",Kamarudin Bin Mat-Salleh,Mat-Salleh,Mat-Salleh,K. B. Mat-Salleh,"Mat-Salleh, Kamarudin Bin",Malaysia,NA,Annonaceae,NA,Kamarudin Bin Mat-Salleh,"Mat-Salleh, K.B.",mat-salleh,aabehkllmst,"Research: Annonaceae and Zingiberaceae. Example of Name Published: Woodiellantha grandifolia (Airy Shaw) Mat-Salleh & Latiff in Sandakania 11: 52. 1998; Geostachys erectifrons K.H.Lau, C.K.Lim & Mat-Salleh, Folia malaysiana 6:85. 2005. [author note: Annonaceae; Simaroubaceae; ethnobotany]",
103,huh,23480,"Mat-Salleh, Kamarudin Bin",Kamarudin Bin Mat-Salleh,Mat-Salleh,Mat-Salleh,K. B. Mat-Salleh,"Mat-Salleh, Kamarudin Bin",Malaysia,Brunei; Malaysia,Annonaceae,NA,Kamarudin Bin Mat-Salleh,"Mat-Salleh, K.B.",mat-salleh,aabehkllmst,"[author note: Univ. Kebangsaan; Annonaceae, Rafflesiaceae, Ethnobotany, Bidiversity Informatics, Malaysian floristics; Col. at: K, KEP, KLU, L, MSC, SAN, SAR, SING, UKMB] [collector note: K, KEP, KLU, L, MSC, SAN, SAR, SING, UKMS]",
104,huh,35404,"Hsieh, Chang-Fu","Hsieh, C.-F.",C. F. Hsieh,C. F. Hsieh,C. F. Hsieh,"Hsieh, Chang-Fu",China,China,Acanthaceae,NA,Chang-Fu Hsieh,"Hsieh, C.",hsieh,cehhis,"[author note: TAI; Acanthaceae, vegetation science] [collector note: Taiwan; TAI]",
105,huh,35404,"Hsieh, Chang-Fu","Hsieh, C.-F.",C. F. Hsieh,C. F. Hsieh,C. F. Hsieh,"Hsieh, Chang-Fu",China,China,Acanthaceae,NA,Chang-Fu Hsieh,"Hsieh, C.F.",hsieh,cefhhis,"[author note: TAI; Acanthaceae, vegetation science] [collector note: Taiwan; TAI]",
106,huh,70312,"Kessler, Patricia J. A.",Patricia J. A. Kessler,P. J. A. Kessler,P. J. A. Kessler,P. J. A. Kessler-1,"Kessler, Patricia J. A.",Germany; Netherlands,NA,Annonaceae,NA,Patricia J. A. Kessler,"Kessler, P.J.A.",kessler,aeejklprss,[author note: L; Annonaceae],
107,huh,20363,"Westra, Lubbert Ybele Theodoor",LÅbbert Ybele Theodoor Westra,Westra,Westra,L. Y. T. Westra,"Westra, Lubbert Ybele Theodoor",Netherlands,Brazil; French Guiana; Netherlands; USA,Annonaceae,NA,Lubbert Ybele Theodoor Westra,"Westra, L.Y.T.",westra,aelrsttwy,"[author note: Leaf anatomy; neotropical Annonaceae] [collector note: Brazil - French Guiana (Oiapoque River region); DPU, F, GH, K, NY, U, US; Europe: DPU, U; United States: U (col. 1960 & 1961)]",
108,huh,26101,"Viswanathan, M. B.",M. B. Viswanathan,M. B. Viswan.,M. B. Viswan.,M. B. Viswanathan,"Viswanathan, M. B.",India,India,Annonaceae,NA,M. B. Viswanathan,"Viswanathan, M.B.",viswanathan,aaabhimnnstvw,"[author note: Manonmaniam Sundaranar Univ.; Annonaceae; Col. at: K, MH] [collector note: Tamil Nadu: CAL, K, MH]",
109,huh,3467,"Maas, Paulus Johannes Maria","Maas, P. J. M.",Maas,Maas,P. J. M. Maas,"Maas, Paulus Johannes Maria",Netherlands,Costa Rica; Jamaica; Netherlands; Surinam; Trinidad and Tobago; Venezuela,Annonaceae,NA,Paulus Johannes Maria Maas,"Maas, P.J.M.",maas,aajmmps,"[author note: Neotropical Annonaceae] [collector note: Neotrop. Burmanniaceae, Cannaceae, Gentianaceae & Zingiberaceae; col. Costa Rica, 1974: F, U (orig.); Jamaica & Trinidad, 1965: U (10 & 47, orig.); W. Surinam, 1965: BBS, GH, IJ, MICH, NY, U (orig.), US; Venezuela, 1980: U, VEN]",
110,huh,42600,"Manikandan, U.",U. Manikandan,Manikandan,Manikandan,U. Manikandan,"Manikandan, U.",India,India,Annonaceae,NA,U. Manikandan,"Manikandan, U.",manikandan,aaadikmnnnu,"[author note: Manonmaniam Sundaranar Univ.; Annonaceae; Col. at: K, MH] [collector note: col. with M. B. Viswanathan; Tamil Nadu: K, MH]",
111,huh,14689,"Morawetz, Wilfried",Wilfried Morawetz,Morawetz,Morawetz,W. Morawetz,"Morawetz, Wilfried",Austria; Germany,Austria,Bignoniaceae,NA,Wilfried Morawetz,"Morawetz, W.",morawetz,aemortwwz,"Example of Name Published: Jacaranda intricata A.H.Gentry & Morawetz, Fl. Neotrop. Monogr. 25(2): 82. 1992. [author note: WU; Cytotaxonomy of tropical woody plants; Jacaranda, Bignoniaceae; Annona, Annonaceae] [collector note: WU]",
112,huh,32613,"Murray, Nancy A.",Nancy A. Murray,N. A. Murray,N. A. Murray,N. A. Murray,"Murray, Nancy A.",USA,Brazil; Costa Rica; Cuba; Guatemala; Mexico; Panama; Peru; Tanzania; Trinidad and Tobago; Venezuela,Annonaceae,NA,Nancy A. Murray,"Murray, N.A.",murray,aamnrruy,"[author note: Ohio Wesleyan University; Annonaceae; Herb.: AGUAT, CHAP, DSM, MICH, NY, OWU] [collector note: AGUAT, CHAP, DSM, MICH, NY, OWU]",
113,huh,31552,"Nguyen, Tien Ban",Nguyen Tien Ban,T. B. Nguyen,T. B. Nguyen,T. B. Nguyen,"Nguyen, Tien Ban",Vietnam,Vietnam,Annonaceae,NA,Tien Ban Nguyen,"Nguyen, T.B.",nguyen,begnntuy,"Example of Name Published: Malaxis vietnamensis T. B. Nguyen & D. H. Duong in T. B. Nguyen (ed.), Fl. Taynguyen. Enum.: 202. 1984. [author note: HN: Annonaceae; Orchidaceae] [collector note: HN]",
114,huh,31552,"Nguyen, Tien Ban",Nguyen Tien Ban,T. B. Nguyen,T. B. Nguyen,T. B. Nguyen,"Nguyen, Tien Ban",Vietnam,Vietnam,Annonaceae,NA,Tien Ban Nguyen,"Ban, N.T.",ban,abnnt,"Example of Name Published: Malaxis vietnamensis T. B. Nguyen & D. H. Duong in T. B. Nguyen (ed.), Fl. Taynguyen. Enum.: 202. 1984. [author note: HN: Annonaceae; Orchidaceae] [collector note: HN]",
115,huh,82885,"Zachia, Renato Aquino",Renato Aquino Zachia,Zachia,Zachia,Zachia,"Zachia, Renato Aquino",Brazil,NA,Annonaceae,NA,Renato Aquino Zachia,"Zachia, R.A.",zachia,aaachirz,[author note: Annonaceae],
116,huh,34331,"Rogstad, Steven H.",Steven H. Rogstad,Rogstad,Rogstad,S. H. Rogstad,"Rogstad, Steven H.",USA,Papua New Guinea,Annonaceae,NA,Steven H. Rogstad,"Rogstad, S.H.",rogstad,adghorsst,[author note: A; Annonaceae (Polyalthia)],
117,huh,10808,"Tsiang, Ying",T. Tsiang,Tsiang,Tsiang,Y. Tsiang,"Tsiang, Ying",China,China,Apocynaceae,NA,Ying Tsiang,"Tsiang, Y.",tsiang,aginsty,"[author note: Herbarium and types: CANT; additional material at A, C, E, GH, K, NAS, S, SYS, US. Apocynaceae, Asclepiadaceae, Annonaceae] [collector note: (Anhwei, Chekiang & Kiangsu, col. 1924-27): N; col. after 1950s: CANT; Guangdong: A, CANT (orig.), C, E, GH, K, NAS, S, SYS, US]",
118,huh,10808,"Tsiang, Ying",T. Tsiang,Tsiang,Tsiang,Y. Tsiang,"Tsiang, Ying",China,China,Apocynaceae,NA,Ying Tsiang,"Tsiang, T.",tsiang,aginstt,"[author note: Herbarium and types: CANT; additional material at A, C, E, GH, K, NAS, S, SYS, US. Apocynaceae, Asclepiadaceae, Annonaceae] [collector note: (Anhwei, Chekiang & Kiangsu, col. 1924-27): N; col. after 1950s: CANT; Guangdong: A, CANT (orig.), C, E, GH, K, NAS, S, SYS, US]",
119,huh,72969,"Welzenis, Taco van",Taco van Welzenis,Welzenis,Welzenis,Welzenis,"Welzenis, Taco van",Netherlands,NA,Annonaceae,NA,Taco van Welzenis,"Welzenis, T.V.",welzenis,eeilnstvwz,[author note: Annonaceae],
120,huh,30837,"Rapini, Alessandro",Alessandro Rapini,Rapini,Rapini,A. Rapini,"Rapini, Alessandro",Brazil,Brazil,Asclepiadaceae,NA,Alessandro Rapini,"Rapini, A.",rapini,aaiinpr,"[author note: Univ. Sao Paulo; Asclepidaceae, Apocynaceae; Col. at: F, G, HB, K, MBM, MO, NY, R, RB, SP, SPF, W,] [collector note: BHCB, F, G, HB, K, MBM, MO, NY, R, RB, SP, SPF, W]",
121,huh,11422,"Allorge, Lucile","Allorge, L.",L. Allorge,L. Allorge,L. Allorge,"Allorge, Lucile",France,France,Apocynaceae,NA,Lucile Allorge,"Allorge, L.",allorge,aeglllor,[author note: Apocynaceae] [collector note: P],
122,huh,60452,"Arends, Johan Coenraad",Johan Coenraad Arends,J. C. Arends,J. C. Arends,J. C. Arends,"Arends, Johan Coenraad",Netherlands,NA,Apocynaceae,NA,Johan Coenraad Arends,"Arends, J.C.",arends,acdejnrs,"[author note: WAG: Cyptotaxonomy of Apocynaceae, Begonia, Begoniaceae]",
123,huh,17962,"Hansen, Bruce Frederick",Bruce Frederick Hansen,B. F. Hansen,B. F. Hansen,B. F. Hansen,"Hansen, Bruce Frederick",USA,Panama; USA,Apocynaceae,NA,Bruce Frederick Hansen,"Hansen, B.F.",hansen,abefhnns,"[author note: Herbarium and types: USF; additional material at F, MEXU, SEL. Apocynaceae, flora of Florida] [collector note: F, MEXU, SEL, USF (orig.)]",
124,huh,82118,"Xifreda, Cecilia Carmen",Cecilia Carmen Xifreda,Xifreda,Xifreda,C. C. Xifreda,"Xifreda, Cecilia Carmen",Argentina,NA,Dioscoreaceae,NA,Cecilia Carmen Xifreda,"Xifreda, C.C.",xifreda,accdefirx,"Example of name published from: Viola castillonii (W. Becker) Xifreda & Sanso, Monogr. Syst. Bot. Missouri Bot. Gard. 74:1246. 1999. [author note: SI; Dioscoreaceae; Apocynaceae]",
125,huh,11001,"Middleton, David John",D. Middleton,D. J. Middleton,D. J. Middleton,D. J. Middleton,"Middleton, David John",Ireland; Netherlands; United Kingdom; USA,Cambodia; Ecuador; Laos; Malaysia; Philippines; Thailand,Apocynaceae,NA,David John Middleton,"Middleton, D.J.",middleton,dddeijlmnot,"Research: Apocynaceae, Ericaceae [author note: Herbarium and types: A, ABD, BKF, E, K, KEP, L, MO, NY, SAN, TCD] [collector note: Ecuador (ABD, QCA); Thailand (A, BKF, E, K, L, MO, NY, PSU, TCD, Khon Kaen Univ. Herb.); Philippines (E, L, PNH); Laos (A, BKF); Malaysia (A, KEP, SAN, Sabah Parks)]",
126,huh,11001,"Middleton, David John",D. Middleton,D. J. Middleton,D. J. Middleton,D. J. Middleton,"Middleton, David John",Ireland; Netherlands; United Kingdom; USA,Cambodia; Ecuador; Laos; Malaysia; Philippines; Thailand,Apocynaceae,NA,David John Middleton,"Middleton, D.",middleton,dddeilmnot,"Research: Apocynaceae, Ericaceae [author note: Herbarium and types: A, ABD, BKF, E, K, KEP, L, MO, NY, SAN, TCD] [collector note: Ecuador (ABD, QCA); Thailand (A, BKF, E, K, L, MO, NY, PSU, TCD, Khon Kaen Univ. Herb.); Philippines (E, L, PNH); Laos (A, BKF); Malaysia (A, KEP, SAN, Sabah Parks)]",
127,huh,40117,"Stevens, Warren Douglas",Douglas Stevens,W. D. Stevens,W. D. Stevens,W. D. Stevens,"Stevens, Warren Douglas",Nicaragua; USA,India; Mexico; Nicaragua; USA,Asclepiadaceae,NA,Warren Douglas Stevens,"Stevens, W.D.",stevens,deensstvw,"[author note: MO; Asclepiadaceae, Apocynaceae, flora of Nicaragua] [collector note: Apocynaceae, Asclepiadaceae; col. with M. J. Donoghue & M. L. Scott in Mexico; HNMN, LEA, MO, MSC, US; col. with C. J. Saldanha & T. P. Ramamoorthy in India: JCB, US]",
128,huh,40117,"Stevens, Warren Douglas",Douglas Stevens,W. D. Stevens,W. D. Stevens,W. D. Stevens,"Stevens, Warren Douglas",Nicaragua; USA,India; Mexico; Nicaragua; USA,Asclepiadaceae,NA,Warren Douglas Stevens,"Stevens, D.",stevens,deensstv,"[author note: MO; Asclepiadaceae, Apocynaceae, flora of Nicaragua] [collector note: Apocynaceae, Asclepiadaceae; col. with M. J. Donoghue & M. L. Scott in Mexico; HNMN, LEA, MO, MSC, US; col. with C. J. Saldanha & T. P. Ramamoorthy in India: JCB, US]",
129,huh,32413,"Tsui, Hung-Pin",Cui Hongbin,H. P. Tsui,H. P. Tsui,H. P. Tsui,"Tsui, Hung-Pin",China,China,Lauraceae,NA,Hung-Pin Tsui,"Tsui, H.",tsui,histu,"[author note: Herbarium and types: PE. Acanthaceae, Lauraceae, Fabaceae] [collector note: PE]",
130,huh,32413,"Tsui, Hung-Pin",Cui Hongbin,H. P. Tsui,H. P. Tsui,H. P. Tsui,"Tsui, Hung-Pin",China,China,Lauraceae,NA,Hung-Pin Tsui,"Hongbin, C.",hongbin,bcghinno,"[author note: Herbarium and types: PE. Acanthaceae, Lauraceae, Fabaceae] [collector note: PE]",
131,huh,22081,"Fallen, Mary E.","Fallen, M. E.",Fallen,Fallen,M. E. Fallen,"Fallen, Mary E.",Germany; Switzerland; USA,Ecuador; Germany; Peru; Switzerland; USA,Apocynaceae,NA,Mary E. Fallen,"Fallen, M.E.",fallen,aeefllmn,"[author note: Apocynaceae] [collector note: MO, SEL, Z. Mrs. Peter Endress]",
132,huh,114688,"Ferreras, Ulysses Flores","Ferreras, U. F.",Ferreras,NA,U. F. Ferrereas,"Ferreras, Ulysses Flores",Philippines,NA,Apocynaceae,NA,Ulysses Flores Ferreras,"Ferreras, U.F.",ferreras,aeeffrrrsu,[author note: Apocynaceae],
133,huh,114687,"Mendoza, George",NA,G. Menodza,G. Mend.,G. Mendoza,"Mendoza, George",Philippines,NA,Apocynaceae,NA,George Mendoza,"Mendoza, G.",mendoza,adegmnoz,[author note: Apocynaceae],
134,huh,34692,"Lomeli Sencion, Jose Aquileo",Jose Aquileo Lomeli Sencion,J. A. Lomeli,J. A. Lomeli,J. A. Lomeli,"Lomeli Sencion, Jose Aquileo",Mexico,Mexico,Caricaceae,NA,Jose Aquileo Lomeli Sencion,"Sencion, J.A.L.",sencion,aceijlnnos,[author note: Caricaceae; Apocynaceae; Cactaceae],
135,huh,70434,"Morales, J. Francisco",J. Francico Morales,J. F. Morales,J. F. Morales,J. F. Morales,"Morales, J. Francisco",Costa Rica,NA,Apocynaceae,NA,J. Francisco Morales,"Morales, J.F.",morales,aefjlmors,[author note: INB; Apocynaceae],
136,huh,77507,"Williams, Justin Kirk",Justin Kirk Williams,J. K. Williams,NA,J. K. Williams,"Williams, Justin Kirk",USA,NA,Apocynaceae,NA,Justin Kirk Williams,"Williams, J.K.",williams,aiijkllmsw,"[author note: TEX; Apocynaceae, Caprifoliaceae]",
137,huh,60085,"Zarucchi, James Lee",James Lee Zarucchi,Zarucchi,Zarucchi,J. L. Zarucchi,"Zarucchi, James Lee",Colombia; USA,NA,Apocynaceae,NA,James Lee Zarucchi,"Zarucchi, J.L.",zarucchi,acchijlruz,"[author note: Herbarium and types: MO. Apocynaceae, Fabaceae, floras of Colombia, Peru, China, North America]",
138,huh,62412,"Kishore Kumar, K.",K. Kishore Kumar,Kishore,Kishore,Kishore,"Kishore Kumar, K.",India,NA,Apocynaceae,NA,K. Kishore Kumar,"Kumar, K.K.",kumar,akkkmru,"[author note: Kerala Forest Res. Inst.; Apocynaceae; Col. at: KFRI, MH]",
139,huh,69921,"Sidiyasa, Kade",K. Sidiyasa,Sidiyasa,Sidiyasa,Sidiyasa,"Sidiyasa, Kade",Netherlands,NA,Apocynaceae,NA,Kade Sidiyasa,"Sidiyasa, K.",sidiyasa,aadiikssy,"[author note: L; Apocynaceae, Bombacaceae]",
140,huh,23641,"Wasshausen, Dieter Carl",Dieter Carl Wasshausen,Wasshausen,Wassh.,D. C. Wasshausen,"Wasshausen, Dieter Carl",USA,Argentina; Australia (Country); Bahamas; Bolivia; Brazil; Dominica; French Guiana; Madagascar; Peru; Trinidad and Tobago; USA,Begoniaceae,NA,Dieter Carl Wasshausen,"Wasshausen, D.C.",wasshausen,aacdehnsssuw,"Eponymy: Aphelandra wasshausenii Profice, Acta Bot. Bras. 19(4): 770. 2005. [author note: Herbarium and types: US; additional material at G, K, MO, NY, USM. Acanthaceae, Begoniaceae] [collector note: G, K, MO, NY, US (orig.), USM]",
141,huh,23641,"Wasshausen, Dieter Carl",Dieter Carl Wasshausen,Wasshausen,Wassh.,D. C. Wasshausen,"Wasshausen, Dieter Carl",USA,Argentina; Australia (Country); Bahamas; Bolivia; Brazil; Dominica; French Guiana; Madagascar; Peru; Trinidad and Tobago; USA,Acanthaceae,NA,Dieter Carl Wasshausen,"Wasshausen, D.C.",wasshausen,aacdehnsssuw,"Eponymy: Aphelandra wasshausenii Profice, Acta Bot. Bras. 19(4): 770. 2005. [author note: Herbarium and types: US; additional material at G, K, MO, NY, USM. Acanthaceae, Begoniaceae] [collector note: G, K, MO, NY, US (orig.), USM]",
142,huh,77630,"Livshultz, Tatyana",Tanya Livshultz,Livshultz,Livsh.,T. Livshultz,"Livshultz, Tatyana",USA,Laos; Malaysia; USA,Apocynaceae,NA,Tatyana Livshultz,"Livshultz, T.",livshultz,hillsttuvz,"[author note: Cornell Univ.; Harvard Univ.; Univ. Nebraska-Omaha; Dischidia, Apocynaceae] [collector note: A, BH]",
