"order","source","kingdom","name","name.correct","order.correct","class.correct"
281,"apg_v14|col_v2025","plantae","Camelliaceae","Theaceae","Ericales","Magnoliopsida"
282,"apg_v14|col_v2025","plantae","Campanulaceae","Campanulaceae","Asterales","Magnoliopsida"
283,"apg_v14","plantae","Camptothecaceae","Nyssaceae","Cornales","Magnoliopsida"
284,"apg_v14|col_v2025","plantae","Campynemataceae","Campynemataceae","Liliales","Liliopsida"
285,"apg_v14|col_v2025","plantae","Canacomyricaceae","Myricaceae","Fagales","Magnoliopsida"
286,"apg_v14|col_v2025","plantae","Canellaceae","Canellaceae","Canellales","Magnoliopsida"
287,"apg_v14|col_v2025","plantae","Cannabaceae","Cannabaceae","Rosales","Magnoliopsida"
288,"apg_v14|col_v2025","plantae","Cannaceae","Cannaceae","Zingiberales","Liliopsida"
289,"apg_v14|col_v2025","plantae","Canopodaceae","Santalaceae","Santalales","Magnoliopsida"
290,"apg_v14|col_v2025","plantae","Canotiaceae","Celastraceae","Celastrales","Magnoliopsida"
291,"apg_v14","plantae","Cansjeraceae","Opiliaceae","Santalales","Magnoliopsida"
292,"apg_v14|col_v2025","plantae","Capparaceae","Capparaceae","Brassicales","Magnoliopsida"
293,"apg_v14|col_v2025","plantae","Caprariaceae","Scrophulariaceae","Lamiales","Magnoliopsida"
294,"apg_v14|col_v2025","plantae","Caprifoliaceae","Caprifoliaceae","Dipsacales","Magnoliopsida"
295,"apg_v14|col_v2025","plantae","Cardiopteridaceae","Cardiopteridaceae","Aquifoliales","Magnoliopsida"
296,"apg_v14|col_v2025","plantae","Carduaceae","Asteraceae","Asterales","Magnoliopsida"
297,"apg_v14|col_v2025","plantae","Caricaceae","Caricaceae","Brassicales","Magnoliopsida"
298,"apg_v14|col_v2025","plantae","Carissaceae","Apocynaceae","Gentianales","Magnoliopsida"
299,"apg_v14|col_v2025","plantae","Carlemanniaceae","Carlemanniaceae","Lamiales","Magnoliopsida"
300,"apg_v14|col_v2025","plantae","Carlinaceae","Asteraceae","Asterales","Magnoliopsida"
301,"apg_v14","plantae","Carpinaceae","Betulaceae","Fagales","Magnoliopsida"
302,"apg_v14|col_v2025","plantae","Carpodetaceae","Rousseaceae","Asterales","Magnoliopsida"
303,"apg_v14","plantae","Cartonemataceae","Commelinaceae","Commelinales","Liliopsida"
304,"apg_v14|col_v2025","plantae","Caryocaraceae","Caryocaraceae","Malpighiales","Magnoliopsida"
305,"apg_v14|col_v2025","plantae","Caryophyllaceae","Caryophyllaceae","Caryophyllales","Magnoliopsida"
306,"apg_v14","plantae","Cassiaceae","Fabaceae","Fabales","Magnoliopsida"
307,"apg_v14|col_v2025","plantae","Cassipoureaceae","Rhizophoraceae","Malpighiales","Magnoliopsida"
308,"apg_v14|col_v2025","plantae","Cassythaceae","Lauraceae","Laurales","Magnoliopsida"
309,"apg_v14","plantae","Castaneaceae","Fagaceae","Fagales","Magnoliopsida"
310,"apg_v14|col_v2025","plantae","Castelaceae","Simaroubaceae","Sapindales","Magnoliopsida"
311,"apg_v14|col_v2025","plantae","Casuarinaceae","Casuarinaceae","Fagales","Magnoliopsida"
312,"apg_v14","plantae","Catesbaeaceae","Rubiaceae","Gentianales","Magnoliopsida"
313,"apg_v14|col_v2025","plantae","Cathedraceae","Aptandraceae","Santalales","Magnoliopsida"
314,"apg_v14","plantae","Caucaulidaceae","Apiaceae","Apiales","Magnoliopsida"
315,"apg_v14|col_v2025","plantae","Cecropiaceae","Urticaceae","Rosales","Magnoliopsida"
316,"apg_v14|col_v2025","plantae","Cedraceae","Pinaceae","Pinales","Pinopsida"
317,"apg_v14|col_v2025","plantae","Cedrelaceae","Meliaceae","Sapindales","Magnoliopsida"
318,"apg_v14|col_v2025","plantae","Celastraceae","Celastraceae","Celastrales","Magnoliopsida"
319,"apg_v14|col_v2025","plantae","Celosiaceae","Amaranthaceae","Caryophyllales","Magnoliopsida"
320,"apg_v14|col_v2025","plantae","Celtidaceae","Cannabaceae","Rosales","Magnoliopsida"
321,"apg_v14|col_v2025","plantae","Centaureaceae","Asteraceae","Asterales","Magnoliopsida"
322,"apg_v14","plantae","Centrolepidaceae","Restionaceae","Poales","Liliopsida"
323,"apg_v14|col_v2025","plantae","Centroplacaceae","Centroplacaceae","Malpighiales","Magnoliopsida"
324,"apg_v14","plantae","Cepaceae","Amaryllidaceae","Asparagales","Liliopsida"
325,"apg_v14","plantae","Cephalanthaceae","Rubiaceae","Gentianales","Magnoliopsida"
326,"apg_v14|col_v2025","plantae","Cephalotaceae","Cephalotaceae","Oxalidales","Magnoliopsida"
327,"apg_v14","plantae","Cephalotaxaceae","Taxaceae","Cupressales","Pinopsida"
328,"apg_v14|col_v2025","plantae","Cerastiaceae","Caryophyllaceae","Caryophyllales","Magnoliopsida"
329,"apg_v14","plantae","Ceratoniaceae","Fabaceae","Fabales","Magnoliopsida"
330,"apg_v14|col_v2025","plantae","Ceratophyllaceae","Ceratophyllaceae","Ceratophyllales","Magnoliopsida"
331,"apg_v14|col_v2025","plantae","Ceratopteridaceae","Pteridaceae","Polypodiales","Polypodiopsida"
332,"apg_v14|col_v2025","plantae","Cerberaceae","Apocynaceae","Gentianales","Magnoliopsida"
333,"apg_v14|col_v2025","plantae","Cercidiphyllaceae","Cercidiphyllaceae","Saxifragales","Magnoliopsida"
334,"apg_v14|col_v2025","plantae","Cercocarpaceae","Rosaceae","Rosales","Magnoliopsida"
335,"apg_v14|col_v2025","plantae","Cercodiaceae","Haloragaceae","Saxifragales","Magnoliopsida"
336,"apg_v14","plantae","Cereaceae","Cactaceae","Caryophyllales","Magnoliopsida"
337,"apg_v14|col_v2025","plantae","Cerinthaceae","Boraginaceae","Boraginales","Magnoliopsida"
338,"apg_v14","plantae","Ceroxylaceae","Arecaceae","Arecales","Liliopsida"
339,"apg_v14","plantae","Cervantesiaceae","Santalaceae","Santalales","Magnoliopsida"
340,"apg_v14|col_v2025","plantae","Cestraceae","Solanaceae","Solanales","Magnoliopsida"
341,"apg_v14|col_v2025","plantae","Cevalliaceae","Loasaceae","Cornales","Magnoliopsida"
342,"apg_v14","plantae","Chaeturaceae","Poaceae","Poales","Liliopsida"
343,"apg_v14|col_v2025","plantae","Chailletiaceae","Dichapetalaceae","Malpighiales","Magnoliopsida"
344,"apg_v14","plantae","Chamaedoraceae","Arecaceae","Arecales","Liliopsida"
345,"apg_v14|col_v2025","plantae","Chamaemoraceae","Rosaceae","Rosales","Magnoliopsida"
346,"apg_v14|col_v2025","plantae","Chamelauciaceae","Myrtaceae","Myrtales","Magnoliopsida"
347,"apg_v14|col_v2025","plantae","Chaunochitonaceae","Aptandraceae","Santalales","Magnoliopsida"
348,"apg_v14|col_v2025","plantae","Cheilanthaceae","Pteridaceae","Polypodiales","Polypodiopsida"
349,"apg_v14","plantae","Cheilosaceae","Euphorbiaceae","Malpighiales","Magnoliopsida"
350,"apg_v14|col_v2025","plantae","Cheiropleuriaceae","Dipteridaceae","Gleicheniales","Polypodiopsida"
351,"apg_v14|col_v2025","plantae","Chelidoniaceae","Papaveraceae","Ranunculales","Magnoliopsida"
352,"apg_v14|col_v2025","plantae","Chelonaceae","Plantaginaceae","Lamiales","Magnoliopsida"
353,"apg_v14|col_v2025","plantae","Chenopodiaceae","Amaranthaceae","Caryophyllales","Magnoliopsida"
354,"apg_v14|col_v2025","plantae","Chimonanthaceae","Calycanthaceae","Laurales","Magnoliopsida"
355,"apg_v14|col_v2025","plantae","Chingithamnaceae","Celastraceae","Celastrales","Magnoliopsida"
356,"apg_v14","plantae","Chionographidaceae","Melanthiaceae","Liliales","Liliopsida"
357,"apg_v14|col_v2025","plantae","Chiranthodendraceae","Malvaceae","Malvales","Magnoliopsida"
358,"apg_v14|col_v2025","plantae","Chironiaceae","Gentianaceae","Gentianales","Magnoliopsida"
359,"apg_v14","plantae","Chlaenaceae","Sarcolaenaceae","Malvales","Magnoliopsida"
360,"apg_v14","plantae","Chloanthaceae","Lamiaceae","Lamiales","Magnoliopsida"
361,"apg_v14|col_v2025","plantae","Chloranthaceae","Chloranthaceae","Chloranthales","Magnoliopsida"
362,"apg_v14","plantae","Chloridaceae","Poaceae","Poales","Liliopsida"
363,"apg_v14","plantae","Chlorogalaceae","Asparagaceae","Asparagales","Liliopsida"
364,"apg_v14|col_v2025","plantae","Christenseniaceae","Marattiaceae","Marattiales","Polypodiopsida"
365,"apg_v14|col_v2025","plantae","Chrysobalanaceae","Chrysobalanaceae","Malpighiales","Magnoliopsida"
366,"apg_v14|col_v2025","plantae","Chrysospleniaceae","Saxifragaceae","Saxifragales","Magnoliopsida"
367,"apg_v14","plantae","Ciceraceae","Fabaceae","Fabales","Magnoliopsida"
368,"apg_v14|col_v2025","plantae","Cichoriaceae","Asteraceae","Asterales","Magnoliopsida"
369,"apg_v14|col_v2025","plantae","Cimicifugaceae","Ranunculaceae","Ranunculales","Magnoliopsida"
370,"apg_v14","plantae","Cinchoniaceae","Rubiaceae","Gentianales","Magnoliopsida"
371,"apg_v14|col_v2025","plantae","Circaeaceae","Onagraceae","Myrtales","Magnoliopsida"
372,"apg_v14|col_v2025","plantae","Circaeasteraceae","Circaeasteraceae","Ranunculales","Magnoliopsida"
373,"apg_v14|col_v2025","plantae","Cissaceae","Vitaceae","Vitales","Magnoliopsida"
374,"apg_v14|col_v2025","plantae","Cistaceae","Cistaceae","Malvales","Magnoliopsida"
375,"apg_v14|col_v2025","plantae","Citraceae","Rutaceae","Sapindales","Magnoliopsida"
376,"apg_v14|col_v2025","plantae","Clematidaceae","Ranunculaceae","Ranunculales","Magnoliopsida"
377,"apg_v14|col_v2025","plantae","Cleomaceae","Cleomaceae","Brassicales","Magnoliopsida"
378,"apg_v14|col_v2025","plantae","Clethraceae","Clethraceae","Ericales","Magnoliopsida"
379,"apg_v14|col_v2025","plantae","Clusiaceae","Clusiaceae","Malpighiales","Magnoliopsida"
380,"apg_v14|col_v2025","plantae","Cneoraceae","Rutaceae","Sapindales","Magnoliopsida"
381,"apg_v14|col_v2025","plantae","Cnestidaceae","Connaraceae","Oxalidales","Magnoliopsida"
382,"apg_v14|col_v2025","plantae","Cnicaceae","Asteraceae","Asterales","Magnoliopsida"
383,"apg_v14|col_v2025","plantae","Cobaeaceae","Polemoniaceae","Ericales","Magnoliopsida"
384,"apg_v14|col_v2025","plantae","Cochlospermaceae","Bixaceae","Malvales","Magnoliopsida"
385,"apg_v14","plantae","Cocosaceae","Arecaceae","Arecales","Liliopsida"
386,"apg_v14|col_v2025","plantae","Codonaceae","Codonaceae","Boraginales","Magnoliopsida"
387,"apg_v14","plantae","Coeleanthaceae","Poaceae","Poales","Liliopsida"
388,"apg_v14","plantae","Coffeaceae","Rubiaceae","Gentianales","Magnoliopsida"
389,"apg_v14|col_v2025","plantae","Colchicaceae","Colchicaceae","Liliales","Liliopsida"
390,"apg_v14","plantae","Coldeniaceae","Cordiaceae","Boraginales","Magnoliopsida"
391,"apg_v14|col_v2025","plantae","Coleogynaceae","Rosaceae","Rosales","Magnoliopsida"
392,"apg_v14","plantae","Colocasiaceae","Araceae","Alismatales","Liliopsida"
393,"apg_v14|col_v2025","plantae","Columelliaceae","Columelliaceae","Bruniales","Magnoliopsida"
394,"apg_v14","plantae","Comandraceae","Santalaceae","Santalales","Magnoliopsida"
395,"apg_v14|col_v2025","plantae","Combretaceae","Combretaceae","Myrtales","Magnoliopsida"
396,"apg_v14|col_v2025","plantae","Commelinaceae","Commelinaceae","Commelinales","Liliopsida"
397,"apg_v14|col_v2025","plantae","Comocladiaceae","Anacardiaceae","Sapindales","Magnoliopsida"
398,"apg_v14","plantae","Compositae","Compositae","Asterales","Magnoliopsida"
399,"apg_v14","plantae","Compsoaceae","Calochortoideae","Liliales",NA
400,"apg_v14","plantae","Conantheraceae","Tecophilaeaceae","Asparagales","Liliopsida"
401,"apg_v14|col_v2025","plantae","Connaraceae","Connaraceae","Oxalidales","Magnoliopsida"
402,"apg_v14","plantae","Conostylidaceae","Haemodoraceae","Commelinales","Liliopsida"
403,"apg_v14","plantae","Convallariaceae","Asparagaceae","Asparagales","Liliopsida"
404,"apg_v14|col_v2025","plantae","Convolvulaceae","Convolvulaceae","Solanales","Magnoliopsida"
405,"apg_v14|col_v2025","plantae","Corbichoniaceae","Lophiocarpaceae","Caryophyllales","Magnoliopsida"
406,"apg_v14|col_v2025","plantae","Cordiaceae","Cordiaceae","Boraginales","Magnoliopsida"
407,"apg_v14|col_v2025","plantae","Coreopsidaceae","Asteraceae","Asterales","Magnoliopsida"
408,"apg_v14|col_v2025","plantae","Coriandraceae","Apiaceae","Apiales","Magnoliopsida"
409,"apg_v14|col_v2025","plantae","Coriariaceae","Coriariaceae","Cucurbitales","Magnoliopsida"
410,"apg_v14|col_v2025","plantae","Coridaceae","Primulaceae","Ericales","Magnoliopsida"
411,"apg_v14","plantae","Corispermaceae","Amaranthaceae","Caryophyllales","Magnoliopsida"
412,"apg_v14|col_v2025","plantae","Cornaceae","Cornaceae","Cornales","Magnoliopsida"
413,"apg_v14|col_v2025","plantae","Corokiaceae","Argophyllaceae","Asterales","Magnoliopsida"
414,"apg_v14","plantae","Coronillaceae","Fabaceae","Fabales","Magnoliopsida"
415,"apg_v14","plantae","Correaceae","Rutaceae","Sapindales","Magnoliopsida"
416,"apg_v14|col_v2025","plantae","Corrigiolaceae","Caryophyllaceae","Caryophyllales","Magnoliopsida"
417,"apg_v14|col_v2025","plantae","Corsiaceae","Corsiaceae","Liliales","Liliopsida"
418,"apg_v14","plantae","Corydalaceae","Papaveraceae","Ranunculales","Magnoliopsida"
419,"apg_v14","plantae","Corylaceae","Betulaceae","Fagales","Magnoliopsida"
420,"apg_v14|col_v2025","plantae","Corynocarpaceae","Corynocarpaceae","Cucurbitales","Magnoliopsida"
421,"apg_v14","plantae","Coryphaceae","Arecaceae","Arecales","Liliopsida"
422,"apg_v14|col_v2025","plantae","Costaceae","Costaceae","Zingiberales","Liliopsida"
423,"apg_v14|col_v2025","plantae","Cotyledonaceae","Crassulaceae","Saxifragales","Magnoliopsida"
424,"apg_v14|col_v2025","plantae","Coulaceae","Coulaceae","Santalales","Magnoliopsida"
425,"apg_v14","plantae","Coutariaceae","Rubiaceae","Gentianales","Magnoliopsida"
426,"apg_v14|col_v2025","plantae","Coutoubeaceae","Gentianaceae","Gentianales","Magnoliopsida"
427,"apg_v14|col_v2025","plantae","Crassulaceae","Crassulaceae","Saxifragales","Magnoliopsida"
428,"apg_v14|col_v2025","plantae","Crescentiaceae","Bignoniaceae","Lamiales","Magnoliopsida"
429,"apg_v14|col_v2025","plantae","Cressaceae","Convolvulaceae","Solanales","Magnoliopsida"
430,"apg_v14","plantae","Crinaceae","Amaryllidaceae","Asparagales","Liliopsida"
431,"apg_v14","plantae","Crocaceae","Iridaceae","Asparagales","Liliopsida"
432,"apg_v14","plantae","Croomiaceae","Stemonaceae","Pandanales","Liliopsida"
433,"apg_v14|col_v2025","plantae","Crossosomataceae","Crossosomataceae","Crossosomatales","Magnoliopsida"
434,"apg_v14","plantae","Crotonaceae","Euphorbiaceae","Malpighiales","Magnoliopsida"
435,"apg_v14","plantae","Cruciferae","Cruciferae","Brassicales","Magnoliopsida"
436,"apg_v14|col_v2025","plantae","Cryptaceae","Elatinaceae","Malpighiales","Magnoliopsida"
437,"apg_v14|col_v2025","plantae","Crypteroniaceae","Crypteroniaceae","Myrtales","Magnoliopsida"
438,"apg_v14","plantae","Cryptocorynaceae","Araceae","Alismatales","Liliopsida"
439,"apg_v14","plantae","Cryptogammaceae","Pteridaceae","Polypodiales","Polypodiopsida"
440,"apg_v14|col_v2025","plantae","Cryptomeriaceae","Cupressaceae","Cupressales","Pinopsida"
441,"apg_v14|col_v2025","plantae","Ctenolophonaceae","Ctenolophonaceae","Malpighiales","Magnoliopsida"
442,"apg_v14|col_v2025","plantae","Cucurbitaceae","Cucurbitaceae","Cucurbitales","Magnoliopsida"
443,"apg_v14|col_v2025","plantae","Cunninghamiaceae","Cupressaceae","Cupressales","Pinopsida"
444,"apg_v14|col_v2025","plantae","Cunoniaceae","Cunoniaceae","Oxalidales","Magnoliopsida"
445,"apg_v14|col_v2025","plantae","Cupressaceae","Cupressaceae","Cupressales","Pinopsida"
446,"apg_v14","plantae","Curcumaceae","Zingiberaceae","Zingiberales","Liliopsida"
447,"apg_v14|col_v2025","plantae","Curtisiaceae","Curtisiaceae","Cornales","Magnoliopsida"
448,"apg_v14|col_v2025","plantae","Cuscutaceae","Convolvulaceae","Solanales","Magnoliopsida"
449,"apg_v14","plantae","Cyananthaceae","Campanulaceae","Asterales","Magnoliopsida"
450,"apg_v14","plantae","Cyanastraceae","Tecophilaeaceae","Asparagales","Liliopsida"
451,"apg_v14","plantae","Cyanellaceae","Tecophilaeaceae","Asparagales","Liliopsida"
452,"apg_v14|col_v2025","plantae","Cycadaceae","Cycadaceae","Cycadales","Cycadopsida"
453,"apg_v14|col_v2025","plantae","Cyclanthaceae","Cyclanthaceae","Pandanales","Liliopsida"
454,"apg_v14|col_v2025","plantae","Cyclantheraceae","Cucurbitaceae","Cucurbitales","Magnoliopsida"
455,"apg_v14|col_v2025","plantae","Cyclocheilaceae","Orobanchaceae","Lamiales","Magnoliopsida"
456,"apg_v14|col_v2025","plantae","Cydoniaceae","Rosaceae","Rosales","Magnoliopsida"
457,"apg_v14|col_v2025","plantae","Cymodoceaceae","Cymodoceaceae","Alismatales","Liliopsida"
458,"apg_v14|col_v2025","plantae","Cynanchaceae","Apocynaceae","Gentianales","Magnoliopsida"
459,"apg_v14|col_v2025","plantae","Cynaraceae","Asteraceae","Asterales","Magnoliopsida"
460,"apg_v14","plantae","Cynocrambaceae","Rubiaceae","Gentianales","Magnoliopsida"
461,"apg_v14","plantae","Cynodontaceae","Poaceae","Poales","Liliopsida"
462,"apg_v14|col_v2025","plantae","Cynoglossaceae","Boraginaceae","Boraginales","Magnoliopsida"
463,"apg_v14|col_v2025","plantae","Cynomoriaceae","Cynomoriaceae","Saxifragales","Magnoliopsida"
464,"apg_v14","plantae","Cynosuraceae","Poaceae","Poales","Liliopsida"
465,"apg_v14|col_v2025","plantae","Cyperaceae","Cyperaceae","Poales","Liliopsida"
466,"apg_v14","plantae","Cyphiaceae","Campanulaceae","Asterales","Magnoliopsida"
467,"apg_v14","plantae","Cyphocarpaceae","Campanulaceae","Asterales","Magnoliopsida"
468,"apg_v14","plantae","Cypripediaceae","Orchidaceae","Asparagales","Liliopsida"
469,"apg_v14|col_v2025","plantae","Cyrillaceae","Cyrillaceae","Ericales","Magnoliopsida"
470,"apg_v14|col_v2025","plantae","Cyrtandraceae","Gesneriaceae","Lamiales","Magnoliopsida"
471,"apg_v14","plantae","Cyrtanthaceae","Amaryllidaceae","Asparagales","Liliopsida"
472,"apg_v14|col_v2025","plantae","Cytinaceae","Cytinaceae","Malvales","Magnoliopsida"
473,"apg_v14","plantae","Dacrycarpaceae","Podocarpacea","Cupressales",NA
474,"apg_v14|col_v2025","plantae","Dactylanthaceae","Balanophoraceae","Santalales","Magnoliopsida"
475,"apg_v14","plantae","Dalbergiaceae","Fabaceae","Fabales","Magnoliopsida"
476,"apg_v14","plantae","Daleaceae","Fabaceae","Fabales","Magnoliopsida"
477,"apg_v14","plantae","Damasoniaceae","Alismataceae","Alismatales","Liliopsida"
478,"apg_v14|col_v2025","plantae","Danaeaceae","Marattiaceae","Marattiales","Polypodiopsida"
479,"apg_v14|col_v2025","plantae","Daphnaceae","Thymelaeaceae","Malvales","Magnoliopsida"
480,"apg_v14|col_v2025","plantae","Daphniphyllaceae","Daphniphyllaceae","Saxifragales","Magnoliopsida"
481,"apg_v14|col_v2025","plantae","Dasypogonaceae","Dasypogonaceae","Arecales","Liliopsida"
482,"apg_v14|col_v2025","plantae","Datiscaceae","Datiscaceae","Cucurbitales","Magnoliopsida"
483,"apg_v14|col_v2025","plantae","Daturaceae","Solanaceae","Solanales","Magnoliopsida"
484,"apg_v14|col_v2025","plantae","Daucaceae","Apiaceae","Apiales","Magnoliopsida"
485,"apg_v14","plantae","Davidiaceae","Nyssaceae","Cornales","Magnoliopsida"
486,"apg_v14|col_v2025","plantae","Davidsoniaceae","Cunoniaceae","Oxalidales","Magnoliopsida"
487,"apg_v14|col_v2025","plantae","Decaisneaceae","Lardizabalaceae","Ranunculales","Magnoliopsida"
488,"apg_v14|col_v2025","plantae","Deeringiaceae","Amaranthaceae","Caryophyllales","Magnoliopsida"
489,"apg_v14|col_v2025","plantae","Degeneriaceae","Degeneriaceae","Magnoliales","Magnoliopsida"
490,"apg_v14|col_v2025","plantae","Delimaceae","Dilleniaceae","Dilleniales","Magnoliopsida"
491,"apg_v14|col_v2025","plantae","Delphiniaceae","Ranunculaceae","Ranunculales","Magnoliopsida"
492,"apg_v14|col_v2025","plantae","Dendrophthoaceae","Loranthaceae","Santalales","Magnoliopsida"
493,"apg_v14|col_v2025","plantae","Desfontainiaceae","Columelliaceae","Bruniales","Magnoliopsida"
494,"apg_v14","plantae","Detariaceae","Fabaceae","Fabales","Magnoliopsida"
495,"apg_v14","plantae","Dialypetalanthaceae","Rubiaceae","Gentianales","Magnoliopsida"
496,"apg_v14","plantae","Dianellaceae","Asphodelaceae","Asparagales","Liliopsida"
497,"apg_v14|col_v2025","plantae","Dianthaceae","Caryophyllaceae","Caryophyllales","Magnoliopsida"
498,"apg_v14|col_v2025","plantae","Diapensiaceae","Diapensiaceae","Ericales","Magnoliopsida"
499,"apg_v14|col_v2025","plantae","Dichapetalaceae","Dichapetalaceae","Malpighiales","Magnoliopsida"
500,"apg_v14|col_v2025","plantae","Dichondraceae","Convolvulaceae","Solanales","Magnoliopsida"
501,"apg_v14|col_v2025","plantae","Diclidantheraceae","Polygalaceae","Fabales","Magnoliopsida"
502,"apg_v14","plantae","Dicrastylidiaceae","Lamiaceae","Lamiales","Magnoliopsida"
503,"apg_v14|col_v2025","plantae","Dictamnaceae","Rutaceae","Sapindales","Magnoliopsida"
504,"apg_v14|col_v2025","plantae","Didiereaceae","Didiereaceae","Caryophyllales","Magnoliopsida"
505,"apg_v14","plantae","Didymelaceae","Buxaceae","Buxales","Magnoliopsida"
506,"apg_v14|col_v2025","plantae","Didymocarpaceae","Gesneriaceae","Lamiales","Magnoliopsida"
